accession,message,sample_name,sample_title,bioproject_accession,organism,isolate,geographic_location,collection_date,depth,env_broad_scale,env_local_scale,env_medium,geo_loc_me,isolation_source,lat_lon,chlorophyll,collection_method,conduc,diss_oxygen,nitrate,nitrite,ph,samp_collect_device,samp_store_temp,silicate,size_frac,soluble_react_phosp,source_material_id,sulfate,sulfide,suspend_part_matter,temp,tidal_stage,tot_depth_water_col,tot_diss_nitro,tot_nitro,tot_phosp,turbidity,water_current,description,completeness(%),contamition_(%),strain_heterogeneity_(%),size_(mbp),no._of_contigs,gc_content_(%),n50,file,derived_from
SAMN41711334,Successfully loaded,Dolichospermum sp._LV_11_1. Homa Bay_2022_3,LV_11_samp_4317_1. Homa Bay_2022,PRJNA1119566,Dolichospermum sp.,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.5216_34.45703,74.69 (ug/L),Van dorn collection,140.5(uS/cm),5.37mg/L,23.49477 (ug/L),0.124(umol/L),7.4,Van dorn,-80 degree C,129.186(umol/L),0.22 micron,42(ug/L),,,,,26.5degree C,,4.1m,,,ND,19.9NTU,,Site 9 R1,96.44,2.3,23.08,4.263722,367,37,17343,samp_4317_metabat2_5,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659680  (SRA SUB14491329)
SAMN41711335,Successfully loaded,Dolichospermum sp._LV_11_1. Homa Bay_2022_4,LV_11_samp_4317_1. Homa Bay_2022,PRJNA1119566,Dolichospermum sp.,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.5216_34.45703,74.69 (ug/L),Van dorn collection,140.5(uS/cm),5.37mg/L,23.49477 (ug/L),0.124(umol/L),7.4,Van dorn,-80 degree C,129.186(umol/L),0.22 micron,42(ug/L),,,,,26.5degree C,,4.1m,,,ND,19.9NTU,,Site 9 R1,94.58,1.34,14.29,3.833031,249,37.1,20806,samp_4317_metadecoder_183,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659680  (SRA SUB14491329)
SAMN41711336,Successfully loaded,Microcystis panniformis_A_LV_12_1. Homa Bay_2022,LV_12_samp_4318_1. Homa Bay_2022,PRJNA1119566,Microcystis panniformis,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.5216_34.45703,74.69 (ug/L),Van dorn collection,140.5(uS/cm),5.37mg/L,9.19056 (ug/L),0.067(umol/L),7.4,Van dorn,-80 degree C,137.507(umol/L),0.22 micron,42(ug/L),,,,,26.5degree C,,4.1m,,,ND,19.9NTU,,Site 9 R2,99.89,3,81.25,6.084797,1216,42.5,11080,samp_4318_VAMB_378,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659681  (SRA SUB14491329)
SAMN41711337,Successfully loaded,Dolichospermum sp._LV_12_1. Homa Bay_2022,LV_12_samp_4318_1. Homa Bay_2022,PRJNA1119566,Dolichospermum sp.,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.5216_34.45703,74.69 (ug/L),Van dorn collection,140.5(uS/cm),5.37mg/L,9.19056 (ug/L),0.067(umol/L),7.4,Van dorn,-80 degree C,137.507(umol/L),0.22 micron,42(ug/L),,,,,26.5degree C,,4.1m,,,ND,19.9NTU,,Site 9 R2,98.66,6.27,76.32,5.438796,1369,36.6,14397,samp_4318_VAMB_401,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659681  (SRA SUB14491329)
SAMN41711338,Successfully loaded,Dolichospermum sp._LV_12_1. Homa Bay_2022_1,LV_12_samp_4318_1. Homa Bay_2022,PRJNA1119566,Dolichospermum sp.,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.5216_34.45703,74.69 (ug/L),Van dorn collection,140.5(uS/cm),5.37mg/L,9.19056 (ug/L),0.067(umol/L),7.4,Van dorn,-80 degree C,137.507(umol/L),0.22 micron,42(ug/L),,,,,26.5degree C,,4.1m,,,ND,19.9NTU,,Site 9 R2,99.44,3.86,78.26,5.111779,741,36.8,15782,samp_4318_concoct_178,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659681  (SRA SUB14491329)
SAMN41711339,Successfully loaded,Microcystis panniformis_A_LV_12_1. Homa Bay_2022_1,LV_12_samp_4318_1. Homa Bay_2022,PRJNA1119566,Microcystis panniformis,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.5216_34.45703,74.69 (ug/L),Van dorn collection,140.5(uS/cm),5.37mg/L,9.19056 (ug/L),0.067(umol/L),7.4,Van dorn,-80 degree C,137.507(umol/L),0.22 micron,42(ug/L),,,,,26.5degree C,,4.1m,,,ND,19.9NTU,,Site 9 R2,99.45,2.12,66.67,5.676893,714,42.6,12193,samp_4318_concoct_196,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659681  (SRA SUB14491329)
SAMN41711340,Successfully loaded,Microcystis panniformis_A_LV_12_1. Homa Bay_2022_2,LV_12_samp_4318_1. Homa Bay_2022,PRJNA1119566,Microcystis panniformis,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.5216_34.45703,74.69 (ug/L),Van dorn collection,140.5(uS/cm),5.37mg/L,9.19056 (ug/L),0.067(umol/L),7.4,Van dorn,-80 degree C,137.507(umol/L),0.22 micron,42(ug/L),,,,,26.5degree C,,4.1m,,,ND,19.9NTU,,Site 9 R2,96.38,1.02,66.67,5.142841,536,42.5,13384,samp_4318_metabat2_38,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659681  (SRA SUB14491329)
SAMN41711341,Successfully loaded,Dolichospermum sp._LV_12_1. Homa Bay_2022_2,LV_12_samp_4318_1. Homa Bay_2022,PRJNA1119566,Dolichospermum sp.,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.5216_34.45703,74.69 (ug/L),Van dorn collection,140.5(uS/cm),5.37mg/L,9.19056 (ug/L),0.067(umol/L),7.4,Van dorn,-80 degree C,137.507(umol/L),0.22 micron,42(ug/L),,,,,26.5degree C,,4.1m,,,ND,19.9NTU,,Site 9 R2,96.66,0.85,60,4.268923,370,36.9,18604,samp_4318_metabat2_46,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659681  (SRA SUB14491329)
SAMN41711342,Successfully loaded,Dolichospermum sp._LV_12_1. Homa Bay_2022_3,LV_12_samp_4318_1. Homa Bay_2022,PRJNA1119566,Dolichospermum sp.,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.5216_34.45703,74.69 (ug/L),Van dorn collection,140.5(uS/cm),5.37mg/L,9.19056 (ug/L),0.067(umol/L),7.4,Van dorn,-80 degree C,137.507(umol/L),0.22 micron,42(ug/L),,,,,26.5degree C,,4.1m,,,ND,19.9NTU,,Site 9 R2,91.09,0.45,50,3.723757,229,37.1,19921,samp_4318_metadecoder_316,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659681  (SRA SUB14491329)
SAMN41711343,Successfully loaded,Microcystis panniformis_A_LV_12_1. Homa Bay_2022_3,LV_12_samp_4318_1. Homa Bay_2022,PRJNA1119566,Microcystis panniformis,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.5216_34.45703,74.69 (ug/L),Van dorn collection,140.5(uS/cm),5.37mg/L,9.19056 (ug/L),0.067(umol/L),7.4,Van dorn,-80 degree C,137.507(umol/L),0.22 micron,42(ug/L),,,,,26.5degree C,,4.1m,,,ND,19.9NTU,,Site 9 R2,96.6,1.24,50,5.238509,528,42.7,13323,samp_4318_semibin_75,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659681  (SRA SUB14491329)
SAMN41711344,Successfully loaded,Dolichospermum sp._LV_12_1. Homa Bay_2022_4,LV_12_samp_4318_1. Homa Bay_2022,PRJNA1119566,Dolichospermum sp.,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.5216_34.45703,74.69 (ug/L),Van dorn collection,140.5(uS/cm),5.37mg/L,9.19056 (ug/L),0.067(umol/L),7.4,Van dorn,-80 degree C,137.507(umol/L),0.22 micron,42(ug/L),,,,,26.5degree C,,4.1m,,,ND,19.9NTU,,Site 9 R2,96.66,0.78,75,4.119784,324,37.2,18676,samp_4318_semibin_78,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659681  (SRA SUB14491329)
SAMN41711345,Successfully loaded,Microcystis panniformis_A_LV_13_4. Soklo_2022,LV_13_samp_4319_4. Soklo_2022,PRJNA1119566,Microcystis panniformis,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R1,98.19,8.41,90,5.841585,1100,42.4,9519,samp_4319_VAMB_955,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659682  (SRA SUB14491329)
SAMN41711346,Successfully loaded,Dolichospermum sp._LV_13_4. Soklo_2022,LV_13_samp_4319_4. Soklo_2022,PRJNA1119566,Dolichospermum sp.,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R1,97.77,6.31,75.68,5.323453,1210,36.6,13004,samp_4319_VAMB_975,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659682  (SRA SUB14491329)
SAMN41711347,Successfully loaded,Dolichospermum sp._LV_13_4. Soklo_2022_1,LV_13_samp_4319_4. Soklo_2022,PRJNA1119566,Dolichospermum sp.,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R1,99,5.53,73.53,6.235452,1345,36.9,10714,samp_4319_concoct_522,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659682  (SRA SUB14491329)
SAMN41711348,Successfully loaded,Microcystis panniformis_A_LV_13_4. Soklo_2022_1,LV_13_samp_4319_4. Soklo_2022,PRJNA1119566,Microcystis panniformis,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R1,98.57,7.36,77.08,6.30717,1030,42.5,9278,samp_4319_concoct_637,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659682  (SRA SUB14491329)
SAMN41711349,Successfully loaded,Microcystis panniformis_A_LV_13_4. Soklo_2022_2,LV_13_samp_4319_4. Soklo_2022,PRJNA1119566,Microcystis panniformis,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R1,95.56,6.15,77.78,5.748513,790,42.5,9877,samp_4319_maxbin_392,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659682  (SRA SUB14491329)
SAMN41711350,Successfully loaded,Dolichospermum sp._LV_13_4. Soklo_2022_2,LV_13_samp_4319_4. Soklo_2022,PRJNA1119566,Dolichospermum sp.,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R1,96.56,1.63,60,4.435288,433,37.3,16340,samp_4319_maxbin_413,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659682  (SRA SUB14491329)
SAMN41711351,Successfully loaded,Microcystis panniformis_A_LV_13_4. Soklo_2022_3,LV_13_samp_4319_4. Soklo_2022,PRJNA1119566,Microcystis panniformis,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R1,94.52,5.41,93.1,5.259424,661,42.4,10700,samp_4319_metabat2_123,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659682  (SRA SUB14491329)
SAMN41711352,Successfully loaded,Dolichospermum sp._LV_13_4. Soklo_2022_3,LV_13_samp_4319_4. Soklo_2022,PRJNA1119566,Dolichospermum sp.,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R1,95,1.52,50,4.286342,391,36.9,16722,samp_4319_metabat2_91,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659682  (SRA SUB14491329)
SAMN41711353,Successfully loaded,Dolichospermum sp._LV_13_4. Soklo_2022_4,LV_13_samp_4319_4. Soklo_2022,PRJNA1119566,Dolichospermum sp.,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R1,95.43,0.78,75,3.881112,278,37.1,18924,samp_4319_metadecoder_850,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659682  (SRA SUB14491329)
SAMN41711354,Successfully loaded,Dolichospermum sp._LV_13_4. Soklo_2022_5,LV_13_samp_4319_4. Soklo_2022,PRJNA1119566,Dolichospermum sp.,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R1,96.33,1.11,71.43,4.382921,396,37.3,16537,samp_4319_semibin_177,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659682  (SRA SUB14491329)
SAMN41711355,Successfully loaded,Dolichospermum sp._LV_14_4. Soklo_2022,LV_14_samp_4320_4. Soklo_2022,PRJNA1119566,Dolichospermum sp.,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R2,98.44,5.53,82.35,5.445985,1307,36.5,13788,samp_4320_VAMB_761,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659683  (SRA SUB14491329)
SAMN41711356,Successfully loaded,Microcystis panniformis_A_LV_14_4. Soklo_2022,LV_14_samp_4320_4. Soklo_2022,PRJNA1119566,Microcystis panniformis,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R2,99.45,6.18,77.14,5.637441,959,42.7,10626,samp_4320_VAMB_762,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659683  (SRA SUB14491329)
SAMN41711357,Successfully loaded,Microcystis panniformis_A_LV_14_4. Soklo_2022_1,LV_14_samp_4320_4. Soklo_2022,PRJNA1119566,Microcystis panniformis,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R2,97.99,3.36,63.16,5.950439,850,42.6,10437,samp_4320_concoct_383,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659683  (SRA SUB14491329)
SAMN41711358,Successfully loaded,Dolichospermum sp._LV_14_4. Soklo_2022_1,LV_14_samp_4320_4. Soklo_2022,PRJNA1119566,Dolichospermum sp.,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R2,99.44,5.31,63.33,6.152973,1276,37,11021,samp_4320_concoct_456,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659683  (SRA SUB14491329)
SAMN41711359,Successfully loaded,Dolichospermum sp._LV_14_4. Soklo_2022_2,LV_14_samp_4320_4. Soklo_2022,PRJNA1119566,Dolichospermum sp.,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R2,96.44,2.08,54.55,4.41497,416,37.3,17201,samp_4320_maxbin_308,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659683  (SRA SUB14491329)
SAMN41711360,Successfully loaded,Microcystis panniformis_A_LV_14_4. Soklo_2022_2,LV_14_samp_4320_4. Soklo_2022,PRJNA1119566,Microcystis panniformis,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R2,96.05,2.12,38.46,5.795034,753,42.4,10476,samp_4320_maxbin_328,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659683  (SRA SUB14491329)
SAMN41711361,Successfully loaded,Dolichospermum sp._LV_14_4. Soklo_2022_3,LV_14_samp_4320_4. Soklo_2022,PRJNA1119566,Dolichospermum sp.,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R2,94.65,1.41,50,4.190724,347,37,17898,samp_4320_metabat2_17,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659683  (SRA SUB14491329)
SAMN41711362,Successfully loaded,Microcystis panniformis_A_LV_14_4. Soklo_2022_3,LV_14_samp_4320_4. Soklo_2022,PRJNA1119566,Microcystis panniformis,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R2,95.94,2.56,50,5.287943,612,42.6,11473,samp_4320_metabat2_94,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659683  (SRA SUB14491329)
SAMN41711363,Successfully loaded,Microcystis panniformis_A_LV_14_4. Soklo_2022_4,LV_14_samp_4320_4. Soklo_2022,PRJNA1119566,Microcystis panniformis,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R2,90.57,1.61,75,4.451957,424,42.8,12674,samp_4320_metadecoder_628,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659683  (SRA SUB14491329)
SAMN41711364,Successfully loaded,Dolichospermum sp._LV_14_4. Soklo_2022_4,LV_14_samp_4320_4. Soklo_2022,PRJNA1119566,Dolichospermum sp.,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R2,93.1,1.11,83.33,3.92019,270,37,19408,samp_4320_metadecoder_702,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659683  (SRA SUB14491329)
SAMN41711365,Successfully loaded,Microcystis panniformis_A_LV_14_4. Soklo_2022_5,LV_14_samp_4320_4. Soklo_2022,PRJNA1119566,Microcystis panniformis,not_applicable,Kenya:Lake Victoria,2022-06-24T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4525_34.41326,130.02 (ug/L),Van dorn collection,142.1(uS/cm),6.88mg/L,32.4 (ug/L),,7.7,Van dorn,-80 degree C,,0.22 micron,38.8(ug/L),,,,,25.5degree C,,5.6m,,,,21.7NTU,,Site 10 R2,94.63,2.34,58.33,5.253573,593,42.6,11473,samp_4320_semibin_145,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659683  (SRA SUB14491329)
