"","MAG","SampleID","Site","Domain_GTDB","Phylum_GTDB","Class_GTDB","Order_GTDB","Family_GTDB","Genus_GTDB","Species_GTDB","Completeness....","Contamination....","Strain.Heterogeneity....","Size..Mbp.","No..Of.Contigs","GC.Content....","N50","NCBI_Sample_Name","Domain_NCBI","Phylum_NCBI","Class_NCBI","Order_NCBI","Family_NCBI","Genus_NCBI","Species_NCBI","NCBI_Organism","BioProject","accession","year"
"66","samp_4312_concoct_386","samp_4312","9. Mid Gulf","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","OLB10","CAINEC01","",88.63,2.32,33.33,2.542686,677,51.4,5117,"CAINEC01 sp._LV_6_9. Mid Gulf_2022","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41711570",2022
"67","samp_4312_concoct_423","samp_4312","9. Mid Gulf","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","UA16","UBA4660","",78.84,20.16,35.71,2.633317,1544,47,1716,"UBA4660 sp._LV_6_9. Mid Gulf_2022","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales",NA,NA,NA,"Flavobacteriales bacterium","PRJNA1119566","SAMN41711571",2022
"68","samp_4312_concoct_449","samp_4312","9. Mid Gulf","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","70-9","67-14","",88.22,2.87,33.33,1.620151,484,66.8,4460,"67-14 sp._LV_6_9. Mid Gulf_2022","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales",NA,NA,NA,"Solirubrobacterales bacterium","PRJNA1119566","SAMN41711572",2022
"69","samp_4312_concoct_468","samp_4312","9. Mid Gulf","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","2013-40CM-41-45","CAINVI01","",81.35,3.65,42.86,2.68894,803,46.9,4417,"CAINVI01 sp._LV_6_9. Mid Gulf_2022","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41711573",2022
"70","samp_4312_concoct_508","samp_4312","9. Mid Gulf","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","UBA953","UBA953","",89.53,0.68,100,2.1896,341,69.5,11053,"UBA953 sp._LV_6_9. Mid Gulf_2022","Bacteria","Verrucomicrobiota","Opitutae",NA,NA,NA,NA,"Opitutae bacterium","PRJNA1119566","SAMN41711574",2022
"71","samp_4312_maxbin_202","samp_4312","9. Mid Gulf","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","UBA1268","QWPN01","QWPN01 sp016872925",75.84,13.91,32.73,2.848913,738,70,4042,"QWPN01 sp016872925_LV_6_9. Mid Gulf_2022","Bacteria","Planctomycetota",NA,NA,NA,NA,NA,"Planctomycetota bacterium","PRJNA1119566","SAMN41711575",2022
"72","samp_4312_metabat2_113","samp_4312","9. Mid Gulf","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","UBA1268","QWPN01","",83.8,1.15,50,2.954676,481,72.1,7671,"QWPN01 sp._LV_6_9. Mid Gulf_2022","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA,"Planctomycetaceae bacterium","PRJNA1119566","SAMN41711576",2022
"73","samp_4312_metabat2_67","samp_4312","9. Mid Gulf","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","UBA953","UBA953","",75.47,5.29,68.75,1.994715,415,68.1,5529,"UBA953 sp._LV_6_9. Mid Gulf_2022_1","Bacteria","Verrucomicrobiota",NA,NA,NA,NA,NA,"Verrucomicrobiota bacterium","PRJNA1119566","SAMN41711577",2022
"74","samp_4312_metabat2_77","samp_4312","9. Mid Gulf","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","F1-60-MAGs163","",77.22,2.56,50,1.370055,317,71.1,4642,"F1-60-MAGs163 sp._LV_6_9. Mid Gulf_2022","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales",NA,NA,NA,"Solirubrobacterales bacterium","PRJNA1119566","SAMN41711578",2022
"75","samp_4312_metabat2_85","samp_4312","9. Mid Gulf","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","F1-60-MAGs027","F1-60-MAGs027 sp016870295",86.8,21.71,72.5,1.752213,438,61.7,4313,"F1-60-MAGs027 sp016870295_LV_6_9. Mid Gulf_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711579",2022
"76","samp_4312_metadecoder_665","samp_4312","9. Mid Gulf","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","Vulcanococcus","Vulcanococcus sp016882485",79.83,1.9,100,1.604178,188,64.6,10373,"Vulcanococcus sp016882485_LV_6_9. Mid Gulf_2022","Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,"Cyanobacteriota bacterium","PRJNA1119566","SAMN41711580",2022
"77","samp_4312_semibin_220","samp_4312","9. Mid Gulf","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","S36-B12","Mxb001","",79.42,1.63,50,2.153274,316,67.9,8127,"Mxb001 sp._LV_6_9. Mid Gulf_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711581",2022
"78","samp_4312_semibin_239","samp_4312","9. Mid Gulf","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","",82.53,16.52,78.57,1.691889,353,50,4993,"BACL27 sp._LV_6_9. Mid Gulf_2022","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA,"Acidimicrobiaceae bacterium","PRJNA1119566","SAMN41711582",2022
"79","samp_4312_semibin_266","samp_4312","9. Mid Gulf","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","Casp-actino8","",78.88,0.85,0,2.152083,210,63.4,15193,"Casp-actino8 sp._LV_6_9. Mid Gulf_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711583",2022
"80","samp_4313_concoct_634","samp_4313","5. Mbita East","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","OLB10","","",81.08,2.7,55.56,2.250577,813,45.1,3318,"OLB10 bacterium_LV_7_5. Mbita East_2022","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41711584",2022
"81","samp_4313_concoct_639","samp_4313","5. Mbita East","Bacteria","Bacteroidota","Bacteroidia","UBA7662","UBA7662","SYHX01","",77.3,18.58,73.77,1.981578,993,51.1,2086,"SYHX01 sp._LV_7_5. Mbita East_2022","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41711585",2022
"82","samp_4313_concoct_646","samp_4313","5. Mbita East","Bacteria","Proteobacteria","Alphaproteobacteria","CACIAM-22H2","CACIAM-22H2","CAIOSQ01","",79.87,11.12,60,3.728313,1664,72.9,2486,"CAIOSQ01 sp._LV_7_5. Mbita East_2022","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,"Alphaproteobacteria bacterium","PRJNA1119566","SAMN41711586",2022
"83","samp_4313_concoct_650","samp_4313","5. Mbita East","Bacteria","Bacteroidota","Bacteroidia","NS11-12g","UBA955","UBA955","UBA955 sp016868785",82.66,5.56,30,1.771586,617,47.7,3482,"UBA955 sp016868785_LV_7_5. Mbita East_2022","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41711587",2022
"84","samp_4313_concoct_675","samp_4313","5. Mbita East","Bacteria","Planctomycetota","PLA2","PLA2","JAEUHO01","","",88.41,0.64,50,2.912013,484,76.1,8704,"JAEUHO01 bacterium_LV_7_5. Mbita East_2022","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA,"Planctomycetia bacterium","PRJNA1119566","SAMN41711588",2022
"85","samp_4313_concoct_701","samp_4313","5. Mbita East","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","PALSA-610","","",76.18,18.5,20.59,2.604858,939,72,3313,"PALSA-610 bacterium_LV_7_5. Mbita East_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711589",2022
"86","samp_4313_concoct_705","samp_4313","5. Mbita East","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","UBA952","UBA952 sp016872115",86.21,23.12,11.54,2.088964,1012,41.8,2200,"UBA952 sp016872115_LV_7_5. Mbita East_2022","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA,"Sphingomonadales bacterium","PRJNA1119566","SAMN41711590",2022
"87","samp_4313_concoct_713","samp_4313","5. Mbita East","Bacteria","Chloroflexota","Limnocylindria","Limnocylindrales","Limnocylindraceae","Limnocylindrus","",78.43,19.57,97.14,1.648774,585,62.4,3618,"Limnocylindrus sp._LV_7_5. Mbita East_2022","Bacteria","Chloroflexota",NA,NA,NA,NA,NA,"Chloroflexota bacterium","PRJNA1119566","SAMN41711591",2022
"88","samp_4313_maxbin_364","samp_4313","5. Mbita East","Bacteria","Actinobacteriota","UBA4738","UBA4738","HRBIN12","","",90.6,0.09,100,1.525095,158,72.7,13485,"HRBIN12 bacterium_LV_7_5. Mbita East_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711592",2022
"89","samp_4313_metabat2_206","samp_4313","5. Mbita East","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","UBA1268","QWPN01","",93.1,1.7,25,3.099954,339,69,13597,"QWPN01 sp._LV_7_5. Mbita East_2022","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA,"Planctomycetaceae bacterium","PRJNA1119566","SAMN41711593",2022
"90","samp_4313_metabat2_217","samp_4313","5. Mbita East","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","F1-60-MAGs027","F1-60-MAGs027 sp016870295",77.58,21.84,73.68,2.407962,623,60.9,4157,"F1-60-MAGs027 sp016870295_LV_7_5. Mbita East_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711594",2022
"91","samp_4313_metabat2_224","samp_4313","5. Mbita East","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","Vulcanococcus","Vulcanococcus sp016882415",77.68,7.43,40,1.885139,342,69.3,6124,"Vulcanococcus sp016882415_LV_7_5. Mbita East_2022","Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,"Cyanobacteriota bacterium","PRJNA1119566","SAMN41711595",2022
"92","samp_4313_metabat2_226","samp_4313","5. Mbita East","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","",77.46,14.74,89.47,1.67629,350,50.1,5356,"BACL27 sp._LV_7_5. Mbita East_2022","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA,"Acidimicrobiaceae bacterium","PRJNA1119566","SAMN41711596",2022
"93","samp_4313_metabat2_269","samp_4313","5. Mbita East","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","MAG-120802","MAG-120802 sp016870835",81.66,16.69,74.24,1.115895,187,47.4,7376,"MAG-120802 sp016870835_LV_7_5. Mbita East_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711597",2022
"94","samp_4313_metadecoder_432","samp_4313","5. Mbita East","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","BACL27 sp016870935",92.31,2.56,50,1.608965,145,58.3,14940,"BACL27 sp016870935_LV_7_5. Mbita East_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711598",2022
"95","samp_4313_metadecoder_572","samp_4313","5. Mbita East","Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","UBA12189","UBA12189 sp003530835",82.86,0.05,100,1.064717,37,45.7,48256,"UBA12189 sp003530835_LV_7_5. Mbita East_2022","Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae",NA,NA,"Holophagaceae bacterium","PRJNA1119566","SAMN41711599",2022
"96","samp_4313_semibin_17","samp_4313","5. Mbita East","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","UBA1268","QWPN01","",76.32,0.78,66.67,2.883152,503,71.5,6240,"QWPN01 sp._LV_7_5. Mbita East_2022_1","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA,"Planctomycetia bacterium","PRJNA1119566","SAMN41711600",2022
"97","samp_4313_VAMB_875","samp_4313","5. Mbita East","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","MAG-120802","MAG-120802 sp016870855",78.02,24.14,100,1.327284,589,48.4,3151,"MAG-120802 sp016870855_LV_7_5. Mbita East_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711601",2022
"98","samp_4314_concoct_373","samp_4314","5. Mbita East","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","UBA967","",78.28,15.41,75.76,2.619102,1314,59.2,2067,"UBA967 sp._LV_8_5. Mbita East_2022","Bacteria","Verrucomicrobiota","Spartobacteria",NA,NA,NA,NA,"Spartobacteria bacterium","PRJNA1119566","SAMN41711602",2022
"99","samp_4314_concoct_411","samp_4314","5. Mbita East","Bacteria","Bacteroidota","Bacteroidia","UBA7662","UBA7662","SYHX01","",81.29,22.79,71.23,2.106494,1041,51,2187,"SYHX01 sp._LV_8_5. Mbita East_2022","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41711603",2022
"100","samp_4314_maxbin_698","samp_4314","5. Mbita East","Bacteria","Actinobacteriota","UBA4738","UBA4738","HRBIN12","","",88.03,0.43,0,1.30573,211,72.6,7427,"HRBIN12 bacterium_LV_8_5. Mbita East_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711604",2022
"101","samp_4314_metabat2_100","samp_4314","5. Mbita East","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","Vulcanococcus","Vulcanococcus sp016882415",78.89,10.46,58.7,1.927671,342,69.4,6569,"Vulcanococcus sp016882415_LV_8_5. Mbita East_2022","Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,"Cyanobacteriota bacterium","PRJNA1119566","SAMN41711605",2022
"102","samp_4314_metabat2_11","samp_4314","5. Mbita East","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","F1-60-MAGs027","F1-60-MAGs027 sp016870295",75.9,14.66,78.57,2.052823,539,61.5,3816,"F1-60-MAGs027 sp016870295_LV_8_5. Mbita East_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711606",2022
"103","samp_4314_metabat2_133","samp_4314","5. Mbita East","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","Casp-actino8","",75.2,6.98,33.33,1.941248,422,64.4,5238,"Casp-actino8 sp._LV_8_5. Mbita East_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711607",2022
"104","samp_4314_metabat2_66","samp_4314","5. Mbita East","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","",75.81,18.9,92.86,1.689518,349,50.1,5335,"BACL27 sp._LV_8_5. Mbita East_2022","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA,"Acidimicrobiaceae bacterium","PRJNA1119566","SAMN41711608",2022
"105","samp_4314_metadecoder_756","samp_4314","5. Mbita East","Bacteria","Chloroflexota","Limnocylindria","Limnocylindrales","Limnocylindraceae","Limnocylindrus","",76.02,3.7,100,1.005721,171,62.5,6405,"Limnocylindrus sp._LV_8_5. Mbita East_2022","Bacteria","Chloroflexota",NA,NA,NA,NA,NA,"Chloroflexota bacterium","PRJNA1119566","SAMN41711609",2022
"106","samp_4314_metadecoder_819","samp_4314","5. Mbita East","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","RFTU01","",97.9,0.65,0,2.485174,88,65.6,40815,"RFTU01 sp._LV_8_5. Mbita East_2022","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria bacterium","PRJNA1119566","SAMN41711610",2022
"107","samp_4314_semibin_188","samp_4314","5. Mbita East","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Rhodoluna","",81.04,1.21,40,1.353322,223,47.4,6837,"Rhodoluna sp._LV_8_5. Mbita East_2022","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Rhodoluna",NA,"Rhodoluna sp.","PRJNA1119566","SAMN41711611",2022
"108","samp_4314_semibin_200","samp_4314","5. Mbita East","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","Vulcanococcus","",75.54,1.37,66.67,1.769392,237,69,9273,"Vulcanococcus sp._LV_8_5. Mbita East_2022","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae",NA,NA,"Synechococcaceae bacterium","PRJNA1119566","SAMN41711612",2022
"109","samp_4314_semibin_245","samp_4314","5. Mbita East","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","MAG-120802","MAG-120802 sp016870855",75.24,8.07,50,0.916273,177,48.3,5714,"MAG-120802 sp016870855_LV_8_5. Mbita East_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711613",2022
"110","samp_4314_VAMB_994","samp_4314","5. Mbita East","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","ZLKRG08","",84.75,0.53,100,1.29049,131,46.3,21006,"ZLKRG08 sp._LV_8_5. Mbita East_2022","Bacteria","Actinomycetota","Actinomycetes","Candidatus Nanopelagicales","Candidatus Nanopelagicaceae",NA,NA,"Candidatus Nanopelagicaceae bacterium","PRJNA1119566","SAMN41711614",2022
"111","samp_4315_concoct_118","samp_4315","5. Mbita East","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","PBB1","",98.95,1.7,0,3.468076,353,59.1,15587,"PBB1 sp._LV_9_5. Mbita East_2022","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales",NA,NA,NA,"Burkholderiales bacterium","PRJNA1119566","SAMN41711615",2022
"112","samp_4315_concoct_78","samp_4315","5. Mbita East","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystis","Microcystis panniformis_A",82,2.78,50,3.84535,1795,43.5,2376,"Microcystis panniformis_A_LV_9_5. Mbita East_2022_1","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Microcystaceae","Microcystis","Microcystis aeruginosa","Microcystis aeruginosa","PRJNA1119566","SAMN41711616",2022
"113","samp_4315_VAMB_282","samp_4315","5. Mbita East","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","F1-60-MAGs027","F1-60-MAGs027 sp016870295",79.53,16.96,83.33,2.039138,1501,62.4,1814,"F1-60-MAGs027 sp016870295_LV_9_5. Mbita East_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711617",2022
"114","samp_4316_concoct_91","samp_4316","5. Mbita East","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","BACL27 sp016870935",81.2,2.88,14.29,1.579234,517,58.4,3729,"BACL27 sp016870935_LV_10_5. Mbita East_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711618",2022
"115","samp_4317_VAMB_236","samp_4317","1. Homa Bay","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","",79.41,18.74,72.97,1.854016,2118,50.1,1140,"BACL27 sp._LV_11_1. Homa Bay_2022","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA,"Acidimicrobiaceae bacterium","PRJNA1119566","SAMN41711619",2022
"116","samp_4317_VAMB_261","samp_4317","1. Homa Bay","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","Nanopelagicus","Nanopelagicus sp016870455",75.93,11.27,60.61,1.134668,484,42.4,3823,"Nanopelagicus sp016870455_LV_11_1. Homa Bay_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711620",2022
"117","samp_4318_concoct_226","samp_4318","1. Homa Bay","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","SM1A02","UBA966","",82.54,5.75,57.14,2.404613,992,72.3,2852,"UBA966 sp._LV_12_1. Homa Bay_2022","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales",NA,NA,NA,"Phycisphaerales bacterium","PRJNA1119566","SAMN41711621",2022
"118","samp_4318_metabat2_31","samp_4318","1. Homa Bay","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","MAG-120802","",76.44,0,0,1.040041,140,48.5,10096,"MAG-120802 sp._LV_12_1. Homa Bay_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711622",2022
"119","samp_4318_semibin_68","samp_4318","1. Homa Bay","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","ELB16-189","",88.13,1.75,22.22,2.85216,426,44,7912,"ELB16-189 sp._LV_12_1. Homa Bay_2022","Bacteria","Bacteroidota","Cytophagia","Cytophagales",NA,NA,NA,"Cytophagales bacterium","PRJNA1119566","SAMN41711623",2022
"120","samp_4319_concoct_519","samp_4319","4. Soklo","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","JACTMZ01","JACTMZ01","",75.9,21.61,75.47,2.789886,1390,60.8,2105,"JACTMZ01 sp._LV_13_4. Soklo_2022","Bacteria","Verrucomicrobiota","Spartobacteria","Chthoniobacterales",NA,NA,NA,"Chthoniobacterales bacterium","PRJNA1119566","SAMN41711624",2022
"121","samp_4319_concoct_543","samp_4319","4. Soklo","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA9464","SXXZ01","",84.41,2.16,25,3.332734,905,66.1,4419,"SXXZ01 sp._LV_13_4. Soklo_2022","Bacteria","Verrucomicrobiota",NA,NA,NA,NA,NA,"Verrucomicrobiota bacterium","PRJNA1119566","SAMN41711625",2022
"122","samp_4319_concoct_551","samp_4319","4. Soklo","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","ELB16-189","",75.98,4.13,43.48,3.083975,1119,46.8,3293,"ELB16-189 sp._LV_13_4. Soklo_2022","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Flammeovirgaceae",NA,NA,"Flammeovirgaceae bacterium","PRJNA1119566","SAMN41711626",2022
"123","samp_4319_concoct_553","samp_4319","4. Soklo","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","",78.53,22.81,89.29,2.810278,1130,68.6,2902,"Phenylobacterium sp._LV_13_4. Soklo_2022","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,"Alphaproteobacteria bacterium","PRJNA1119566","SAMN41711627",2022
"124","samp_4319_concoct_580","samp_4319","4. Soklo","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","UBA6894","",79.29,2.84,0,4.124712,1421,61.5,3432,"UBA6894 sp._LV_13_4. Soklo_2022","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA,NA,"Gemmataceae bacterium","PRJNA1119566","SAMN41711628",2022
"125","samp_4319_concoct_592","samp_4319","4. Soklo","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","UBA953","UBA953","",85.2,5.73,60,2.294339,679,68.1,4220,"UBA953 sp._LV_13_4. Soklo_2022","Bacteria","Verrucomicrobiota",NA,NA,NA,NA,NA,"Verrucomicrobiota bacterium","PRJNA1119566","SAMN41711629",2022
